,nasid,position,ts,mac,controllerid,pwr,count
0,4014,center,2017-12-19 00:02:38,fc:64:ba:1c:ac:27,[10],[-81.22222222222223],1
1,4014,center,2017-12-19 00:05:33,fc:64:ba:1c:ac:27,[10],[-81.61111111111111],1
2,4014,center,2017-12-19 00:07:00,fc:64:ba:1c:ac:27,[10],[-81.81818181818181],1
3,4014,center,2017-12-19 00:09:41,fc:64:ba:1c:ac:27,[10],[-82.15384615384616],1
4,4014,center,2017-12-19 00:11:49,fc:64:ba:1c:ac:27,[10],[-82.07142857142857],1
5,4014,center,2017-12-19 00:13:42,fc:64:ba:1c:ac:27,[10],[-81.9225352112676],1
6,4014,center,2017-12-19 00:15:45,fc:64:ba:1c:ac:27,[10],[-81.73469387755102],1
7,4014,center,2017-12-19 00:17:40,fc:64:ba:1c:ac:27,[10],[-81.8972602739726],1
8,4014,center,2017-12-19 00:19:05,fc:64:ba:1c:ac:27,[10],[-81.73333333333333],1
9,4014,center,2017-12-19 00:21:06,fc:64:ba:1c:ac:27,[10],[-81.78169014084507],1
10,4014,center,2017-12-19 00:22:52,fc:64:ba:1c:ac:27,[10],[-81.73469387755102],1
11,4014,center,2017-12-19 00:24:46,fc:64:ba:1c:ac:27,[10],[-81.42528735632185],1
12,4014,center,2017-12-19 00:26:39,fc:64:ba:1c:ac:27,[10],[-81.81944444444444],1
13,4014,center,2017-12-19 00:27:59,fc:64:ba:1c:ac:27,[10],[-81.57777777777778],1
14,4014,center,2017-12-19 00:28:57,fc:64:ba:1c:ac:27,[10],[-81.79310344827586],1
15,4014,center,2017-12-19 00:30:05,fc:64:ba:1c:ac:27,[10],[-82.24],1
16,4014,center,2017-12-19 00:31:03,fc:64:ba:1c:ac:27,[10],[-82.22857142857143],1
17,4014,center,2017-12-19 00:32:26,fc:64:ba:1c:ac:27,[10],[-81.88172043010752],1
18,4014,center,2017-12-19 00:34:19,fc:64:ba:1c:ac:27,[10],[-82.00699300699301],1
