,nasid,position,ts,mac,controllerid,pwr,count
0,4014,center,2018-01-16 05:06:29,f2:79:e8:bf:50:75,[7],[-84.36363636363636],1
1,4014,center,2018-01-16 05:06:43,f2:79:e8:bf:50:75,[7],[-80.4],1
2,4014,center,2018-01-16 05:06:45,f2:79:e8:bf:50:75,[4],[-82.47368421052632],1
3,4014,center,2018-01-16 05:06:50,f2:79:e8:bf:50:75,[8],[-82.0909090909091],1
4,4014,center,2018-01-16 05:07:01,f2:79:e8:bf:50:75,[7],[-82.66666666666667],1
5,4014,center,2018-01-16 05:07:14,f2:79:e8:bf:50:75,[8],[-86.0],1
6,4014,center,2018-01-16 05:07:16,f2:79:e8:bf:50:75,"[4, 7]","[-83.35714285714286, -81.92307692307692]",2
7,4014,center,2018-01-16 05:07:38,f2:79:e8:bf:50:75,"[7, 8]","[-81.6875, -82.34615384615384]",2
8,4014,center,2018-01-16 05:07:39,f2:79:e8:bf:50:75,[4],[-83.02941176470588],1
9,4014,center,2018-01-16 05:07:53,f2:79:e8:bf:50:75,[8],[-82.46153846153847],1
10,4014,center,2018-01-16 05:07:54,f2:79:e8:bf:50:75,"[4, 7]","[-82.72413793103448, -81.94594594594595]",2
11,4014,center,2018-01-16 05:08:13,f2:79:e8:bf:50:75,[8],[-81.72727272727273],1
12,4014,center,2018-01-16 05:08:14,f2:79:e8:bf:50:75,[4],[-83.73913043478261],1
13,4014,center,2018-01-16 05:08:18,f2:79:e8:bf:50:75,[7],[-82.50561797752809],1
14,4014,center,2018-01-16 05:08:30,f2:79:e8:bf:50:75,[8],[-81.94117647058823],1
15,4014,center,2018-01-16 05:08:33,f2:79:e8:bf:50:75,[4],[-83.6],1
16,4014,center,2018-01-16 05:08:44,f2:79:e8:bf:50:75,[7],[-83.42156862745098],1
17,4014,center,2018-01-16 05:08:46,f2:79:e8:bf:50:75,[8],[-78.04225352112677],1
18,4014,center,2018-01-16 05:08:49,f2:79:e8:bf:50:75,[4],[-83.42105263157895],1
19,4014,center,2018-01-16 05:08:57,f2:79:e8:bf:50:75,[8],[-79.25714285714285],1
20,4014,center,2018-01-16 05:08:59,f2:79:e8:bf:50:75,[7],[-80.54054054054055],1
21,4014,center,2018-01-16 05:09:01,f2:79:e8:bf:50:75,[4],[-80.33928571428571],1
22,4014,center,2018-01-16 05:09:04,f2:79:e8:bf:50:75,[1],[-84.33333333333333],1
23,4014,center,2018-01-16 05:09:19,f2:79:e8:bf:50:75,[8],[-82.28571428571429],1
24,4014,center,2018-01-16 05:09:20,f2:79:e8:bf:50:75,[4],[-83.15],1
25,4014,center,2018-01-16 05:09:21,f2:79:e8:bf:50:75,[7],[-83.22222222222223],1
26,4014,center,2018-01-16 05:09:34,f2:79:e8:bf:50:75,[8],[-85.0],1
27,4014,center,2018-01-16 05:09:36,f2:79:e8:bf:50:75,[4],[-84.06451612903226],1
28,4014,center,2018-01-16 05:09:59,f2:79:e8:bf:50:75,"[4, 8]","[-82.5, -83.0]",2
29,4014,center,2018-01-16 10:50:33,f2:79:e8:bf:50:75,[4],[-83.24242424242425],1
30,4014,center,2018-01-16 10:50:39,f2:79:e8:bf:50:75,[8],[-80.33928571428571],1
31,4014,center,2018-01-16 10:50:40,f2:79:e8:bf:50:75,[7],[-78.0],1
32,4014,center,2018-01-16 10:50:45,f2:79:e8:bf:50:75,[4],[-79.8076923076923],1
33,4014,center,2018-01-16 10:50:48,f2:79:e8:bf:50:75,[1],[-83.75],1
34,4014,center,2018-01-16 10:50:51,f2:79:e8:bf:50:75,[7],[-83.57142857142857],1
35,4014,center,2018-01-16 10:50:54,f2:79:e8:bf:50:75,[8],[-81.95],1
36,4014,center,2018-01-16 10:51:04,f2:79:e8:bf:50:75,[4],[-84.75],1
37,4014,center,2018-01-16 10:51:10,f2:79:e8:bf:50:75,[8],[-83.43478260869566],1
38,4014,center,2018-01-16 10:51:11,f2:79:e8:bf:50:75,[7],[-83.44594594594595],1
39,4014,center,2018-01-16 10:51:26,f2:79:e8:bf:50:75,[8],[-83.30188679245283],1
40,4014,center,2018-01-16 10:51:28,f2:79:e8:bf:50:75,"[4, 7]","[-85.0, -83.08333333333333]",2
41,4014,center,2018-01-16 10:51:48,f2:79:e8:bf:50:75,[8],[-83.86363636363636],1
42,4014,center,2018-01-16 10:51:53,f2:79:e8:bf:50:75,[7],[-83.90225563909775],1
43,4014,center,2018-01-16 10:51:59,f2:79:e8:bf:50:75,[4],[-86.0],1
44,4014,center,2018-01-16 10:52:04,f2:79:e8:bf:50:75,[8],[-83.93617021276596],1
45,4014,center,2018-01-16 10:52:10,f2:79:e8:bf:50:75,[7],[-83.81395348837209],1
46,4014,center,2018-01-16 10:52:24,f2:79:e8:bf:50:75,[8],[-83.5],1
47,4014,center,2018-01-16 10:52:30,f2:79:e8:bf:50:75,[7],[-83.63076923076923],1
48,4014,center,2018-01-16 10:52:32,f2:79:e8:bf:50:75,[4],[-85.0],1
49,4014,center,2018-01-16 10:52:53,f2:79:e8:bf:50:75,[8],[-83.88888888888889],1
50,4014,center,2018-01-16 10:52:57,f2:79:e8:bf:50:75,[7],[-84.02325581395348],1
51,4014,center,2018-01-16 10:53:22,f2:79:e8:bf:50:75,[7],[-84.48529411764706],1
52,4014,center,2018-01-16 10:53:36,f2:79:e8:bf:50:75,[8],[-82.55555555555556],1
53,4014,center,2018-01-16 10:53:42,f2:79:e8:bf:50:75,[7],[-83.75342465753425],1
54,4014,center,2018-01-16 10:53:48,f2:79:e8:bf:50:75,[8],[-85.0],1
55,4014,center,2018-01-16 10:53:55,f2:79:e8:bf:50:75,[7],[-84.55882352941177],1
56,4014,center,2018-01-16 10:54:07,f2:79:e8:bf:50:75,[7],[-83.70588235294117],1
57,4014,center,2018-01-16 10:54:16,f2:79:e8:bf:50:75,[8],[-84.8],1
58,4014,center,2018-01-16 10:54:28,f2:79:e8:bf:50:75,[7],[-84.2734375],1
59,4014,center,2018-01-16 10:54:38,f2:79:e8:bf:50:75,[8],[-84.0],1
60,4014,center,2018-01-16 10:54:45,f2:79:e8:bf:50:75,[7],[-84.20769230769231],1
61,4014,center,2018-01-16 10:55:00,f2:79:e8:bf:50:75,[7],[-84.01282051282051],1
62,4014,center,2018-01-16 10:55:09,f2:79:e8:bf:50:75,[7],[-84.16129032258064],1
63,4014,center,2018-01-16 10:55:15,f2:79:e8:bf:50:75,[7],[-84.42424242424242],1
64,4014,center,2018-01-16 10:55:36,f2:79:e8:bf:50:75,[7],[-84.94117647058823],1
65,4014,center,2018-01-16 10:56:04,f2:79:e8:bf:50:75,[7],[-84.6984126984127],1
66,4014,center,2018-01-16 10:56:10,f2:79:e8:bf:50:75,[8],[-85.5],1
67,4014,center,2018-01-16 10:56:24,f2:79:e8:bf:50:75,[7],[-84.35416666666667],1
68,4014,center,2018-01-16 10:56:32,f2:79:e8:bf:50:75,[8],[-85.14285714285714],1
69,4014,center,2018-01-16 10:56:46,f2:79:e8:bf:50:75,"[7, 8]","[-84.46428571428571, -82.25]",2
70,4014,center,2018-01-16 10:56:59,f2:79:e8:bf:50:75,[7],[-82.63513513513513],1
71,4014,center,2018-01-16 10:57:04,f2:79:e8:bf:50:75,[8],[-83.57142857142857],1
72,4014,center,2018-01-16 10:57:14,f2:79:e8:bf:50:75,[7],[-82.36029411764706],1
73,4014,center,2018-01-16 10:57:36,f2:79:e8:bf:50:75,[7],[-82.83116883116882],1
74,4014,center,2018-01-16 10:57:49,f2:79:e8:bf:50:75,[8],[-84.66666666666667],1
75,4014,center,2018-01-16 10:57:57,f2:79:e8:bf:50:75,[7],[-83.98823529411764],1
76,4014,center,2018-01-16 10:58:13,f2:79:e8:bf:50:75,[8],[-83.77777777777777],1
77,4014,center,2018-01-16 10:58:22,f2:79:e8:bf:50:75,[7],[-84.44615384615385],1
78,4014,center,2018-01-16 10:58:33,f2:79:e8:bf:50:75,[8],[-83.74285714285715],1
79,4014,center,2018-01-16 10:58:42,f2:79:e8:bf:50:75,[7],[-84.26495726495726],1
80,4014,center,2018-01-16 10:58:53,f2:79:e8:bf:50:75,[8],[-83.66666666666667],1
81,4014,center,2018-01-16 10:59:00,f2:79:e8:bf:50:75,[7],[-84.29545454545455],1
82,4014,center,2018-01-16 10:59:11,f2:79:e8:bf:50:75,[8],[-83.71428571428571],1
83,4014,center,2018-01-16 10:59:17,f2:79:e8:bf:50:75,[7],[-85.15384615384616],1
84,4014,center,2018-01-16 10:59:29,f2:79:e8:bf:50:75,[7],[-85.64],1
85,4014,center,2018-01-16 10:59:53,f2:79:e8:bf:50:75,[7],[-83.87058823529412],1
86,4014,center,2018-01-16 10:59:55,f2:79:e8:bf:50:75,[4],[-85.5],1
87,4014,center,2018-01-16 11:00:17,f2:79:e8:bf:50:75,[8],[-81.48],1
88,4014,center,2018-01-16 11:00:19,f2:79:e8:bf:50:75,[7],[-81.40322580645162],1
89,4014,center,2018-01-16 11:00:21,f2:79:e8:bf:50:75,[4],[-84.0],1
90,4014,center,2018-01-16 11:00:26,f2:79:e8:bf:50:75,[8],[-82.02631578947368],1
91,4014,center,2018-01-16 11:00:28,f2:79:e8:bf:50:75,[7],[-80.63414634146342],1
92,4014,center,2018-01-16 11:00:34,f2:79:e8:bf:50:75,[8],[-82.3125],1
93,4014,center,2018-01-16 11:00:39,f2:79:e8:bf:50:75,[7],[-80.74226804123711],1
94,4014,center,2018-01-16 11:00:55,f2:79:e8:bf:50:75,[8],[-81.73484848484848],1
95,4014,center,2018-01-16 11:00:57,f2:79:e8:bf:50:75,[7],[-81.01282051282051],1
