,nasid,position,ts,mac,controllerid,pwr,count
0,4014,center,2018-01-03 04:28:14,00:25:92:22:e5:be,"[14, 16]","[-48.833333333333336, -76.0]",2
1,4014,center,2018-01-03 04:28:20,00:25:92:22:e5:be,"[14, 15]","[-56.333333333333336, -60.0]",2
2,4014,center,2018-01-03 04:28:30,00:25:92:22:e5:be,[16],[-78.33333333333333],1
3,4014,center,2018-01-03 04:28:36,00:25:92:22:e5:be,[14],[-50.666666666666664],1
4,4014,center,2018-01-03 04:28:39,00:25:92:22:e5:be,[15],[-57.75],1
5,4014,center,2018-01-03 04:28:41,00:25:92:22:e5:be,[16],[-79.66666666666667],1
6,4014,center,2018-01-03 04:28:56,00:25:92:22:e5:be,[16],[-77.0],1
7,4014,center,2018-01-03 04:29:01,00:25:92:22:e5:be,[14],[-52.5],1
8,4014,center,2018-01-03 04:29:04,00:25:92:22:e5:be,[15],[-57.0],1
9,4014,center,2018-01-03 04:29:17,00:25:92:22:e5:be,"[14, 16]","[-46.666666666666664, -74.5]",2
10,4014,center,2018-01-03 04:29:32,00:25:92:22:e5:be,[15],[-62.5],1
11,4014,center,2018-01-03 04:29:35,00:25:92:22:e5:be,[14],[-50.0],1
12,4014,center,2018-01-03 04:29:42,00:25:92:22:e5:be,[16],[-78.0],1
13,4014,center,2018-01-03 04:29:51,00:25:92:22:e5:be,[14],[-47.285714285714285],1
14,4014,center,2018-01-03 04:29:52,00:25:92:22:e5:be,[15],[-59.0],1
15,4014,center,2018-01-03 04:30:04,00:25:92:22:e5:be,[16],[-78.0],1
16,4014,center,2018-01-03 04:30:14,00:25:92:22:e5:be,[14],[-46.25],1
17,4014,center,2018-01-03 04:30:20,00:25:92:22:e5:be,[15],[-61.25],1
18,4014,center,2018-01-03 04:30:31,00:25:92:22:e5:be,[16],[-79.0],1
19,4014,center,2018-01-03 04:30:36,00:25:92:22:e5:be,[14],[-45.75],1
20,4014,center,2018-01-03 04:30:51,00:25:92:22:e5:be,"[14, 15]","[-54.0, -57.0]",2
21,4014,center,2018-01-03 04:30:52,00:25:92:22:e5:be,[16],[-77.0],1
22,4014,center,2018-01-03 04:31:04,00:25:92:22:e5:be,"[14, 16]","[-48.0, -77.0]",2
23,4014,center,2018-01-03 04:31:17,00:25:92:22:e5:be,[14],[-44.0],1
24,4014,center,2018-01-03 04:31:22,00:25:92:22:e5:be,[16],[-77.0],1
25,4014,center,2018-01-03 04:31:34,00:25:92:22:e5:be,[14],[-50.142857142857146],1
26,4014,center,2018-01-03 04:31:40,00:25:92:22:e5:be,[16],[-76.5],1
27,4014,center,2018-01-03 04:31:45,00:25:92:22:e5:be,[14],[-50.8],1
28,4014,center,2018-01-03 04:31:46,00:25:92:22:e5:be,[15],[-57.333333333333336],1
29,4014,center,2018-01-03 04:31:56,00:25:92:22:e5:be,[14],[-51.4],1
30,4014,center,2018-01-03 04:31:59,00:25:92:22:e5:be,[16],[-79.0],1
31,4014,center,2018-01-03 04:32:09,00:25:92:22:e5:be,[14],[-46.333333333333336],1
32,4014,center,2018-01-03 04:32:17,00:25:92:22:e5:be,[16],[-77.0],1
33,4014,center,2018-01-03 04:32:22,00:25:92:22:e5:be,[15],[-58.0],1
34,4014,center,2018-01-03 04:32:26,00:25:92:22:e5:be,[14],[-57.6],1
35,4014,center,2018-01-03 04:32:40,00:25:92:22:e5:be,[16],[-76.5],1
36,4014,center,2018-01-03 04:32:45,00:25:92:22:e5:be,[14],[-53.25],1
37,4014,center,2018-01-03 04:32:56,00:25:92:22:e5:be,[16],[-77.0],1
38,4014,center,2018-01-03 04:33:01,00:25:92:22:e5:be,[14],[-53.285714285714285],1
39,4014,center,2018-01-03 04:33:05,00:25:92:22:e5:be,[15],[-58.5],1
40,4014,center,2018-01-03 04:33:18,00:25:92:22:e5:be,[14],[-45.0],1
41,4014,center,2018-01-03 04:33:20,00:25:92:22:e5:be,[16],[-76.6],1
42,4014,center,2018-01-03 04:33:36,00:25:92:22:e5:be,[14],[-50.4],1
43,4014,center,2018-01-03 04:33:43,00:25:92:22:e5:be,[16],[-76.0],1
44,4014,center,2018-01-03 04:33:58,00:25:92:22:e5:be,[14],[-52.857142857142854],1
45,4014,center,2018-01-03 04:33:59,00:25:92:22:e5:be,[15],[-61.0],1
46,4014,center,2018-01-03 04:34:12,00:25:92:22:e5:be,[16],[-76.66666666666667],1
47,4014,center,2018-01-03 04:34:15,00:25:92:22:e5:be,[14],[-51.25],1
48,4014,center,2018-01-03 04:34:21,00:25:92:22:e5:be,[15],[-62.0],1
49,4014,center,2018-01-03 04:34:26,00:25:92:22:e5:be,[16],[-76.0],1
50,4014,center,2018-01-03 04:34:27,00:25:92:22:e5:be,[14],[-51.8],1
51,4014,center,2018-01-03 04:34:41,00:25:92:22:e5:be,[15],[-58.0],1
52,4014,center,2018-01-03 04:34:43,00:25:92:22:e5:be,[14],[-53.25],1
53,4014,center,2018-01-03 04:34:53,00:25:92:22:e5:be,[16],[-78.0],1
54,4014,center,2018-01-03 04:35:04,00:25:92:22:e5:be,[14],[-45.4],1
55,4014,center,2018-01-03 04:35:09,00:25:92:22:e5:be,"[15, 16]","[-57.333333333333336, -77.5]",2
56,4014,center,2018-01-03 04:35:20,00:25:92:22:e5:be,[14],[-51.5],1
57,4014,center,2018-01-03 04:35:30,00:25:92:22:e5:be,"[15, 16]","[-71.0, -76.0]",2
58,4014,center,2018-01-03 04:35:40,00:25:92:22:e5:be,[14],[-46.0],1
59,4014,center,2018-01-03 04:35:55,00:25:92:22:e5:be,[14],[-51.4],1
60,4014,center,2018-01-03 04:35:58,00:25:92:22:e5:be,[16],[-76.5],1
61,4014,center,2018-01-03 04:36:03,00:25:92:22:e5:be,[15],[-58.0],1
62,4014,center,2018-01-03 04:36:16,00:25:92:22:e5:be,[14],[-50.5],1
63,4014,center,2018-01-03 04:36:19,00:25:92:22:e5:be,[16],[-76.75],1
64,4014,center,2018-01-03 04:36:27,00:25:92:22:e5:be,"[14, 15]","[-48.0, -59.0]",2
65,4014,center,2018-01-03 04:36:40,00:25:92:22:e5:be,[16],[-76.5],1
66,4014,center,2018-01-03 04:36:43,00:25:92:22:e5:be,[14],[-46.666666666666664],1
67,4014,center,2018-01-03 04:36:58,00:25:92:22:e5:be,"[14, 16]","[-54.666666666666664, -77.0]",2
68,4014,center,2018-01-03 04:37:13,00:25:92:22:e5:be,[14],[-52.6],1
69,4014,center,2018-01-03 04:37:14,00:25:92:22:e5:be,"[15, 16]","[-58.0, -78.0]",2
70,4014,center,2018-01-03 04:37:28,00:25:92:22:e5:be,[14],[-46.0],1
71,4014,center,2018-01-03 04:37:29,00:25:92:22:e5:be,[16],[-76.0],1
72,4014,center,2018-01-03 04:37:40,00:25:92:22:e5:be,[14],[-46.666666666666664],1
73,4014,center,2018-01-03 04:37:52,00:25:92:22:e5:be,[16],[-76.5],1
74,4014,center,2018-01-03 04:37:56,00:25:92:22:e5:be,[14],[-45.75],1
75,4014,center,2018-01-03 04:37:57,00:25:92:22:e5:be,[15],[-59.75],1
76,4014,center,2018-01-03 04:38:14,00:25:92:22:e5:be,[14],[-53.25],1
77,4014,center,2018-01-03 04:38:15,00:25:92:22:e5:be,[16],[-78.33333333333333],1
78,4014,center,2018-01-03 04:38:16,00:25:92:22:e5:be,[15],[-57.75],1
79,4014,center,2018-01-03 04:38:32,00:25:92:22:e5:be,"[14, 15, 16]","[-50.4, -57.5, -77.0]",3
80,4014,center,2018-01-03 04:38:47,00:25:92:22:e5:be,[14],[-55.666666666666664],1
81,4014,center,2018-01-03 04:38:48,00:25:92:22:e5:be,[16],[-76.0],1
82,4014,center,2018-01-03 04:39:05,00:25:92:22:e5:be,[16],[-77.5],1
83,4014,center,2018-01-03 04:39:07,00:25:92:22:e5:be,[14],[-53.0],1
84,4014,center,2018-01-03 04:39:14,00:25:92:22:e5:be,[15],[-58.0],1
85,4014,center,2018-01-03 04:39:19,00:25:92:22:e5:be,[14],[-54.0],1
86,4014,center,2018-01-03 04:39:24,00:25:92:22:e5:be,[16],[-80.0],1
87,4014,center,2018-01-03 04:39:25,00:25:92:22:e5:be,[15],[-57.0],1
88,4014,center,2018-01-03 04:39:36,00:25:92:22:e5:be,[15],[-57.0],1
89,4014,center,2018-01-03 04:39:39,00:25:92:22:e5:be,"[14, 16]","[-45.75, -76.0]",2
90,4014,center,2018-01-03 04:39:51,00:25:92:22:e5:be,[16],[-76.0],1
91,4014,center,2018-01-03 04:39:53,00:25:92:22:e5:be,[14],[-54.5],1
92,4014,center,2018-01-03 04:40:01,00:25:92:22:e5:be,[15],[-59.666666666666664],1
93,4014,center,2018-01-03 04:40:08,00:25:92:22:e5:be,[14],[-73.0],1
94,4014,center,2018-01-03 04:40:12,00:25:92:22:e5:be,[16],[-76.0],1
95,4014,center,2018-01-03 04:40:21,00:25:92:22:e5:be,"[14, 15]","[-48.0, -57.0]",2
96,4014,center,2018-01-03 04:40:29,00:25:92:22:e5:be,[16],[-78.0],1
97,4014,center,2018-01-03 04:40:38,00:25:92:22:e5:be,[14],[-55.4],1
98,4014,center,2018-01-03 04:40:40,00:25:92:22:e5:be,[15],[-56.5],1
99,4014,center,2018-01-03 04:40:42,00:25:92:22:e5:be,"[14, 16]","[-44.333333333333336, -78.0]",2
100,4014,center,2018-01-03 04:41:01,00:25:92:22:e5:be,[15],[-56.5],1
101,4014,center,2018-01-03 04:41:04,00:25:92:22:e5:be,[14],[-46.4],1
102,4014,center,2018-01-03 04:41:05,00:25:92:22:e5:be,[16],[-77.0],1
103,4014,center,2018-01-03 04:41:22,00:25:92:22:e5:be,[14],[-51.166666666666664],1
104,4014,center,2018-01-03 04:41:24,00:25:92:22:e5:be,[16],[-76.75],1
105,4014,center,2018-01-03 04:41:40,00:25:92:22:e5:be,[14],[-46.166666666666664],1
106,4014,center,2018-01-03 04:41:42,00:25:92:22:e5:be,[16],[-77.0],1
107,4014,center,2018-01-03 04:41:55,00:25:92:22:e5:be,"[14, 16]","[-73.0, -75.66666666666667]",2
108,4014,center,2018-01-03 04:42:11,00:25:92:22:e5:be,[14],[-46.0],1
109,4014,center,2018-01-03 04:42:14,00:25:92:22:e5:be,[16],[-77.0],1
110,4014,center,2018-01-03 04:42:40,00:25:92:22:e5:be,[16],[-76.0],1
111,4014,center,2018-01-03 04:42:43,00:25:92:22:e5:be,[14],[-54.333333333333336],1
112,4014,center,2018-01-03 04:42:57,00:25:92:22:e5:be,[14],[-43.5],1
113,4014,center,2018-01-03 04:42:59,00:25:92:22:e5:be,[16],[-77.0],1
114,4014,center,2018-01-03 04:43:15,00:25:92:22:e5:be,[14],[-53.0],1
115,4014,center,2018-01-03 04:43:25,00:25:92:22:e5:be,[16],[-75.0],1
116,4014,center,2018-01-03 04:43:45,00:25:92:22:e5:be,[14],[-46.75],1
117,4014,center,2018-01-03 04:43:52,00:25:92:22:e5:be,[16],[-77.0],1
118,4014,center,2018-01-03 04:44:00,00:25:92:22:e5:be,[14],[-52.75],1
119,4014,center,2018-01-03 04:44:15,00:25:92:22:e5:be,[16],[-77.0],1
120,4014,center,2018-01-03 04:44:17,00:25:92:22:e5:be,[14],[-51.333333333333336],1
121,4014,center,2018-01-03 04:44:31,00:25:92:22:e5:be,[16],[-77.5],1
122,4014,center,2018-01-03 04:44:37,00:25:92:22:e5:be,[14],[-56.5],1
123,4014,center,2018-01-03 04:44:50,00:25:92:22:e5:be,[16],[-76.0],1
124,4014,center,2018-01-03 04:45:15,00:25:92:22:e5:be,[14],[-52.875],1
125,4014,center,2018-01-03 04:45:17,00:25:92:22:e5:be,[16],[-75.5],1
126,4014,center,2018-01-03 04:45:29,00:25:92:22:e5:be,[14],[-53.5],1
127,4014,center,2018-01-03 04:45:34,00:25:92:22:e5:be,[16],[-76.0],1
128,4014,center,2018-01-03 04:45:42,00:25:92:22:e5:be,[14],[-52.4],1
129,4014,center,2018-01-03 04:45:45,00:25:92:22:e5:be,[15],[-57.0],1
130,4014,center,2018-01-03 04:45:57,00:25:92:22:e5:be,[16],[-75.5],1
131,4014,center,2018-01-03 04:46:04,00:25:92:22:e5:be,[14],[-50.666666666666664],1
132,4014,center,2018-01-03 04:46:21,00:25:92:22:e5:be,[16],[-76.25],1
133,4014,center,2018-01-03 04:46:23,00:25:92:22:e5:be,[14],[-53.5],1
134,4014,center,2018-01-03 04:46:42,00:25:92:22:e5:be,[15],[-57.333333333333336],1
135,4014,center,2018-01-03 04:46:43,00:25:92:22:e5:be,[14],[-57.6],1
136,4014,center,2018-01-03 04:46:46,00:25:92:22:e5:be,[16],[-77.0],1
137,4014,center,2018-01-03 04:46:52,00:25:92:22:e5:be,[14],[-51.4],1
138,4014,center,2018-01-03 04:46:57,00:25:92:22:e5:be,[15],[-57.0],1
139,4014,center,2018-01-03 04:47:04,00:25:92:22:e5:be,[16],[-78.0],1
140,4014,center,2018-01-03 04:47:07,00:25:92:22:e5:be,[14],[-58.8],1
141,4014,center,2018-01-03 04:47:23,00:25:92:22:e5:be,"[14, 15, 16]","[-53.0, -58.5, -78.0]",3
142,4014,center,2018-01-03 04:47:47,00:25:92:22:e5:be,[14],[-52.0],1
143,4014,center,2018-01-03 04:47:51,00:25:92:22:e5:be,"[15, 16]","[-56.666666666666664, -78.0]",2
144,4014,center,2018-01-03 04:48:01,00:25:92:22:e5:be,[14],[-45.5],1
145,4014,center,2018-01-03 04:48:10,00:25:92:22:e5:be,"[15, 16]","[-56.0, -77.0]",2
146,4014,center,2018-01-03 04:48:16,00:25:92:22:e5:be,[14],[-52.0],1
147,4014,center,2018-01-03 04:48:30,00:25:92:22:e5:be,[16],[-79.5],1
148,4014,center,2018-01-03 04:48:40,00:25:92:22:e5:be,[15],[-59.5],1
149,4014,center,2018-01-03 04:48:41,00:25:92:22:e5:be,[14],[-51.3],1
150,4014,center,2018-01-03 04:48:57,00:25:92:22:e5:be,[16],[-80.0],1
151,4014,center,2018-01-03 04:49:02,00:25:92:22:e5:be,[14],[-59.666666666666664],1
152,4014,center,2018-01-03 04:49:18,00:25:92:22:e5:be,[16],[-76.71428571428571],1
153,4014,center,2018-01-03 04:49:19,00:25:92:22:e5:be,[14],[-47.0],1
154,4014,center,2018-01-03 04:49:38,00:25:92:22:e5:be,[16],[-79.5],1
155,4014,center,2018-01-03 04:49:39,00:25:92:22:e5:be,"[14, 15]","[-52.4, -65.5]",2
156,4014,center,2018-01-03 04:50:00,00:25:92:22:e5:be,[14],[-52.5],1
157,4014,center,2018-01-03 04:50:11,00:25:92:22:e5:be,[16],[-78.0],1
158,4014,center,2018-01-03 04:50:15,00:25:92:22:e5:be,[15],[-58.75],1
159,4014,center,2018-01-03 04:50:24,00:25:92:22:e5:be,[14],[-50.142857142857146],1
160,4014,center,2018-01-03 04:50:30,00:25:92:22:e5:be,[16],[-77.5],1
161,4014,center,2018-01-03 04:50:46,00:25:92:22:e5:be,"[14, 15]","[-47.333333333333336, -64.33333333333333]",2
162,4014,center,2018-01-03 04:51:01,00:25:92:22:e5:be,[14],[-48.0],1
163,4014,center,2018-01-03 04:51:02,00:25:92:22:e5:be,[16],[-76.4],1
164,4014,center,2018-01-03 04:51:17,00:25:92:22:e5:be,[14],[-53.4],1
165,4014,center,2018-01-03 04:51:20,00:25:92:22:e5:be,[16],[-75.5],1
166,4014,center,2018-01-03 04:51:29,00:25:92:22:e5:be,[14],[-60.0],1
167,4014,center,2018-01-03 04:51:33,00:25:92:22:e5:be,[16],[-74.66666666666667],1
168,4014,center,2018-01-03 04:51:57,00:25:92:22:e5:be,[16],[-75.5],1
169,4014,center,2018-01-03 04:51:59,00:25:92:22:e5:be,[14],[-52.0],1
170,4014,center,2018-01-03 04:52:05,00:25:92:22:e5:be,[14],[-46.666666666666664],1
171,4014,center,2018-01-03 04:52:18,00:25:92:22:e5:be,[16],[-77.0],1
172,4014,center,2018-01-03 04:52:20,00:25:92:22:e5:be,[15],[-56.666666666666664],1
173,4014,center,2018-01-03 04:52:30,00:25:92:22:e5:be,[14],[-53.25],1
174,4014,center,2018-01-03 04:52:35,00:25:92:22:e5:be,[16],[-76.75],1
175,4014,center,2018-01-03 04:52:50,00:25:92:22:e5:be,[14],[-56.44444444444444],1
176,4014,center,2018-01-03 04:52:51,00:25:92:22:e5:be,[15],[-54.8],1
177,4014,center,2018-01-03 04:52:54,00:25:92:22:e5:be,[16],[-76.0],1
