,nasid,position,ts,mac,controllerid,pwr,count
0,4014,center,2017-12-24 04:19:43,40:49:0f:b7:52:6a,[14],[-48.5],1
1,4014,center,2017-12-24 04:19:44,40:49:0f:b7:52:6a,[15],[-50.0],1
2,4014,center,2017-12-24 04:19:49,40:49:0f:b7:52:6a,[16],[-82.33333333333333],1
3,4014,center,2017-12-24 04:19:58,40:49:0f:b7:52:6a,[14],[-49.0],1
4,4014,center,2017-12-24 04:20:00,40:49:0f:b7:52:6a,[15],[-49.5],1
5,4014,center,2017-12-24 04:20:07,40:49:0f:b7:52:6a,[14],[-46.5],1
6,4014,center,2017-12-24 04:20:12,40:49:0f:b7:52:6a,[16],[-82.0],1
7,4014,center,2017-12-24 04:20:13,40:49:0f:b7:52:6a,[14],[-49.5],1
8,4014,center,2017-12-24 04:20:14,40:49:0f:b7:52:6a,[15],[-49.666666666666664],1
9,4014,center,2017-12-24 04:20:21,40:49:0f:b7:52:6a,[14],[-48.5],1
10,4014,center,2017-12-24 04:20:29,40:49:0f:b7:52:6a,[15],[-46.5],1
11,4014,center,2017-12-24 04:20:30,40:49:0f:b7:52:6a,"[14, 16]","[-49.5, -82.66666666666667]",2
12,4014,center,2017-12-24 04:20:35,40:49:0f:b7:52:6a,[14],[-46.0],1
13,4014,center,2017-12-24 04:20:42,40:49:0f:b7:52:6a,[15],[-50.0],1
14,4014,center,2017-12-24 04:20:44,40:49:0f:b7:52:6a,[14],[-49.666666666666664],1
15,4014,center,2017-12-24 04:20:51,40:49:0f:b7:52:6a,[16],[-83.0],1
16,4014,center,2017-12-24 04:20:55,40:49:0f:b7:52:6a,[15],[-51.333333333333336],1
17,4014,center,2017-12-24 04:21:01,40:49:0f:b7:52:6a,[14],[-49.333333333333336],1
18,4014,center,2017-12-24 04:21:11,40:49:0f:b7:52:6a,[14],[-48.5],1
19,4014,center,2017-12-24 04:21:12,40:49:0f:b7:52:6a,[15],[-50.0],1
20,4014,center,2017-12-24 04:21:17,40:49:0f:b7:52:6a,[16],[-83.0],1
21,4014,center,2017-12-24 04:21:19,40:49:0f:b7:52:6a,[14],[-48.0],1
22,4014,center,2017-12-24 04:21:27,40:49:0f:b7:52:6a,[15],[-50.0],1
23,4014,center,2017-12-24 04:21:29,40:49:0f:b7:52:6a,[14],[-47.666666666666664],1
