,nasid,position,ts,mac,controllerid,pwr,count
0,4014,center,2018-01-10 04:28:37,40:49:0f:b7:52:6a,[5],[-79.0],1
1,4014,center,2018-01-10 04:28:39,40:49:0f:b7:52:6a,[16],[-81.0],1
2,4014,center,2018-01-10 04:28:47,40:49:0f:b7:52:6a,[1],[-87.0],1
3,4014,center,2018-01-10 04:28:49,40:49:0f:b7:52:6a,[5],[-76.0],1
4,4014,center,2018-01-10 04:28:56,40:49:0f:b7:52:6a,[15],[-50.666666666666664],1
5,4014,center,2018-01-10 04:28:59,40:49:0f:b7:52:6a,[14],[-45.75],1
6,4014,center,2018-01-10 04:29:01,40:49:0f:b7:52:6a,[5],[-78.33333333333333],1
7,4014,center,2018-01-10 04:29:05,40:49:0f:b7:52:6a,[16],[-82.6],1
8,4014,center,2018-01-10 04:29:11,40:49:0f:b7:52:6a,[5],[-78.0],1
9,4014,center,2018-01-10 04:29:16,40:49:0f:b7:52:6a,[15],[-50.666666666666664],1
10,4014,center,2018-01-10 04:29:17,40:49:0f:b7:52:6a,[14],[-46.0],1
11,4014,center,2018-01-10 04:29:19,40:49:0f:b7:52:6a,[1],[-85.0],1
12,4014,center,2018-01-10 04:29:26,40:49:0f:b7:52:6a,[5],[-77.8],1
13,4014,center,2018-01-10 04:29:30,40:49:0f:b7:52:6a,[16],[-82.0],1
14,4014,center,2018-01-10 04:29:36,40:49:0f:b7:52:6a,[1],[-86.0],1
15,4014,center,2018-01-10 04:29:37,40:49:0f:b7:52:6a,[14],[-46.0],1
16,4014,center,2018-01-10 04:29:38,40:49:0f:b7:52:6a,[15],[-51.0],1
17,4014,center,2018-01-10 04:29:43,40:49:0f:b7:52:6a,[5],[-78.33333333333333],1
18,4014,center,2018-01-10 04:29:51,40:49:0f:b7:52:6a,[1],[-88.0],1
19,4014,center,2018-01-10 04:29:53,40:49:0f:b7:52:6a,[5],[-77.33333333333333],1
20,4014,center,2018-01-10 04:30:00,40:49:0f:b7:52:6a,[16],[-81.71428571428571],1
21,4014,center,2018-01-10 04:30:04,40:49:0f:b7:52:6a,[15],[-50.75],1
22,4014,center,2018-01-10 04:30:08,40:49:0f:b7:52:6a,[1],[-87.0],1
23,4014,center,2018-01-10 04:30:10,40:49:0f:b7:52:6a,[5],[-80.0],1
24,4014,center,2018-01-10 04:30:19,40:49:0f:b7:52:6a,[5],[-80.0],1
25,4014,center,2018-01-10 04:30:22,40:49:0f:b7:52:6a,[1],[-89.0],1
26,4014,center,2018-01-10 04:30:24,40:49:0f:b7:52:6a,"[14, 15]","[-46.0, -51.0]",2
27,4014,center,2018-01-10 04:30:38,40:49:0f:b7:52:6a,[16],[-81.6],1
28,4014,center,2018-01-10 04:30:40,40:49:0f:b7:52:6a,[5],[-78.33333333333333],1
29,4014,center,2018-01-10 04:30:46,40:49:0f:b7:52:6a,[1],[-86.0],1
