,nasid,position,ts,mac,controllerid,pwr,count
0,4014,center,2018-01-17 15:45:26,aa:96:75:57:27:81,[4],[-75.0],1
1,4014,center,2018-01-17 15:45:27,aa:96:75:57:27:81,[8],[-78.3],1
2,4014,center,2018-01-17 15:45:33,aa:96:75:57:27:81,[1],[-83.77777777777777],1
3,4014,center,2018-01-17 15:45:39,aa:96:75:57:27:81,[4],[-75.53435114503817],1
4,4014,center,2018-01-17 15:45:40,aa:96:75:57:27:81,[8],[-81.13913043478261],1
5,4014,center,2018-01-17 15:45:42,aa:96:75:57:27:81,[7],[-85.20408163265306],1
6,4014,center,2018-01-17 15:45:52,aa:96:75:57:27:81,[4],[-75.70093457943925],1
7,4014,center,2018-01-17 15:45:56,aa:96:75:57:27:81,[8],[-81.48275862068965],1
8,4014,center,2018-01-17 15:46:06,aa:96:75:57:27:81,[7],[-84.38181818181818],1
9,4014,center,2018-01-17 15:46:08,aa:96:75:57:27:81,"[1, 4]","[-82.86666666666666, -75.7394366197183]",2
10,4014,center,2018-01-17 15:46:11,aa:96:75:57:27:81,[8],[-79.625],1
11,4014,center,2018-01-17 15:46:20,aa:96:75:57:27:81,[4],[-76.33082706766918],1
12,4014,center,2018-01-17 15:46:23,aa:96:75:57:27:81,[8],[-79.62385321100918],1
13,4014,center,2018-01-17 15:46:24,aa:96:75:57:27:81,[7],[-84.08695652173913],1
14,4014,center,2018-01-17 15:46:33,aa:96:75:57:27:81,[4],[-75.4298245614035],1
15,4014,center,2018-01-17 15:46:35,aa:96:75:57:27:81,[1],[-84.04545454545455],1
16,4014,center,2018-01-17 15:46:39,aa:96:75:57:27:81,[8],[-77.42372881355932],1
17,4014,center,2018-01-17 15:46:44,aa:96:75:57:27:81,[7],[-84.08695652173913],1
18,4014,center,2018-01-17 15:46:48,aa:96:75:57:27:81,[4],[-75.1],1
19,4014,center,2018-01-17 15:46:55,aa:96:75:57:27:81,[8],[-78.00806451612904],1
20,4014,center,2018-01-17 15:47:02,aa:96:75:57:27:81,[4],[-75.34351145038168],1
21,4014,center,2018-01-17 15:47:04,aa:96:75:57:27:81,[7],[-85.09859154929578],1
22,4014,center,2018-01-17 15:47:05,aa:96:75:57:27:81,[8],[-76.63461538461539],1
23,4014,center,2018-01-17 15:47:09,aa:96:75:57:27:81,[1],[-83.5],1
24,4014,center,2018-01-17 15:47:14,aa:96:75:57:27:81,[4],[-74.52713178294573],1
25,4014,center,2018-01-17 15:47:19,aa:96:75:57:27:81,[8],[-78.3046875],1
26,4014,center,2018-01-17 15:47:23,aa:96:75:57:27:81,[7],[-84.66666666666667],1
27,4014,center,2018-01-17 15:47:25,aa:96:75:57:27:81,[4],[-75.1734693877551],1
28,4014,center,2018-01-17 15:47:29,aa:96:75:57:27:81,[1],[-84.05405405405405],1
29,4014,center,2018-01-17 15:47:30,aa:96:75:57:27:81,[8],[-77.31818181818181],1
30,4014,center,2018-01-17 15:47:34,aa:96:75:57:27:81,[4],[-73.97647058823529],1
31,4014,center,2018-01-17 15:47:35,aa:96:75:57:27:81,[7],[-81.97222222222223],1
32,4014,center,2018-01-17 15:47:40,aa:96:75:57:27:81,[8],[-78.17333333333333],1
33,4014,center,2018-01-17 15:47:43,aa:96:75:57:27:81,[4],[-77.04597701149426],1
34,4014,center,2018-01-17 15:47:46,aa:96:75:57:27:81,"[1, 7]","[-83.91666666666667, -83.57894736842105]",2
35,4014,center,2018-01-17 15:47:49,aa:96:75:57:27:81,[8],[-76.76623376623377],1
36,4014,center,2018-01-17 15:47:54,aa:96:75:57:27:81,[4],[-74.91578947368421],1
37,4014,center,2018-01-17 15:47:57,aa:96:75:57:27:81,[7],[-83.25],1
38,4014,center,2018-01-17 15:47:59,aa:96:75:57:27:81,[8],[-77.55172413793103],1
39,4014,center,2018-01-17 15:48:05,aa:96:75:57:27:81,[4],[-75.64545454545454],1
40,4014,center,2018-01-17 15:48:08,aa:96:75:57:27:81,[1],[-84.77777777777777],1
41,4014,center,2018-01-17 15:48:10,aa:96:75:57:27:81,[8],[-80.21495327102804],1
42,4014,center,2018-01-17 15:48:14,aa:96:75:57:27:81,[7],[-83.80722891566265],1
43,4014,center,2018-01-17 15:48:16,aa:96:75:57:27:81,[4],[-73.8655462184874],1
44,4014,center,2018-01-17 15:48:18,aa:96:75:57:27:81,[8],[-79.73239436619718],1
45,4014,center,2018-01-17 15:48:23,aa:96:75:57:27:81,[4],[-73.49350649350649],1
46,4014,center,2018-01-17 15:48:24,aa:96:75:57:27:81,[7],[-84.37179487179488],1
47,4014,center,2018-01-17 15:48:25,aa:96:75:57:27:81,[1],[-85.5],1
48,4014,center,2018-01-17 15:48:27,aa:96:75:57:27:81,[8],[-78.22666666666667],1
49,4014,center,2018-01-17 15:48:29,aa:96:75:57:27:81,[4],[-75.23809523809524],1
50,4014,center,2018-01-17 15:48:34,aa:96:75:57:27:81,[7],[-83.51898734177215],1
51,4014,center,2018-01-17 15:48:35,aa:96:75:57:27:81,[8],[-77.24193548387096],1
52,4014,center,2018-01-17 15:48:36,aa:96:75:57:27:81,[4],[-76.26760563380282],1
53,4014,center,2018-01-17 15:48:37,aa:96:75:57:27:81,[1],[-84.0],1
54,4014,center,2018-01-17 15:48:44,aa:96:75:57:27:81,[8],[-75.89873417721519],1
55,4014,center,2018-01-17 15:48:45,aa:96:75:57:27:81,"[4, 7]","[-73.5421686746988, -83.875]",2
56,4014,center,2018-01-17 15:48:52,aa:96:75:57:27:81,"[1, 8]","[-84.21621621621621, -76.44927536231884]",2
57,4014,center,2018-01-17 15:48:53,aa:96:75:57:27:81,[7],[-83.2247191011236],1
58,4014,center,2018-01-17 15:48:54,aa:96:75:57:27:81,[4],[-74.91111111111111],1
59,4014,center,2018-01-17 15:49:02,aa:96:75:57:27:81,[8],[-76.33707865168539],1
60,4014,center,2018-01-17 15:49:04,aa:96:75:57:27:81,"[4, 7]","[-74.55434782608695, -82.9381443298969]",2
61,4014,center,2018-01-17 15:49:12,aa:96:75:57:27:81,[1],[-84.54545454545455],1
62,4014,center,2018-01-17 15:49:13,aa:96:75:57:27:81,[8],[-76.95698924731182],1
63,4014,center,2018-01-17 15:49:15,aa:96:75:57:27:81,[4],[-75.68468468468468],1
64,4014,center,2018-01-17 15:49:17,aa:96:75:57:27:81,[7],[-84.26666666666667],1
65,4014,center,2018-01-17 15:49:26,aa:96:75:57:27:81,[4],[-75.72916666666667],1
66,4014,center,2018-01-17 15:49:27,aa:96:75:57:27:81,[8],[-78.26041666666667],1
67,4014,center,2018-01-17 15:49:29,aa:96:75:57:27:81,[7],[-84.27777777777777],1
68,4014,center,2018-01-17 15:49:34,aa:96:75:57:27:81,[1],[-84.25],1
