,nasid,position,ts,mac,controllerid,pwr,count
0,4014,center,2017-12-31 04:27:27,40:49:0f:b7:52:6a,[15],[-51.0],1
1,4014,center,2017-12-31 04:27:28,40:49:0f:b7:52:6a,[14],[-48.0],1
2,4014,center,2017-12-31 04:27:35,40:49:0f:b7:52:6a,[16],[-82.5],1
3,4014,center,2017-12-31 04:27:45,40:49:0f:b7:52:6a,[14],[-47.333333333333336],1
4,4014,center,2017-12-31 04:27:53,40:49:0f:b7:52:6a,[15],[-49.0],1
5,4014,center,2017-12-31 04:27:59,40:49:0f:b7:52:6a,[16],[-82.33333333333333],1
6,4014,center,2017-12-31 04:28:01,40:49:0f:b7:52:6a,[14],[-48.2],1
7,4014,center,2017-12-31 04:28:14,40:49:0f:b7:52:6a,[15],[-49.0],1
8,4014,center,2017-12-31 04:28:15,40:49:0f:b7:52:6a,[16],[-82.25],1
9,4014,center,2017-12-31 04:28:21,40:49:0f:b7:52:6a,[14],[-48.666666666666664],1
10,4014,center,2017-12-31 04:28:40,40:49:0f:b7:52:6a,[15],[-48.333333333333336],1
11,4014,center,2017-12-31 04:28:43,40:49:0f:b7:52:6a,[14],[-47.0],1
12,4014,center,2017-12-31 04:28:46,40:49:0f:b7:52:6a,[16],[-81.75],1
13,4014,center,2017-12-31 04:29:04,40:49:0f:b7:52:6a,"[14, 15]","[-46.0, -49.0]",2
14,4014,center,2017-12-31 04:29:12,40:49:0f:b7:52:6a,[16],[-81.33333333333333],1
15,4014,center,2017-12-31 04:29:28,40:49:0f:b7:52:6a,[14],[-47.666666666666664],1
16,4014,center,2017-12-31 04:29:34,40:49:0f:b7:52:6a,[16],[-81.66666666666667],1
17,4014,center,2017-12-31 04:29:41,40:49:0f:b7:52:6a,[14],[-47.0],1
18,4014,center,2017-12-31 04:29:51,40:49:0f:b7:52:6a,[16],[-83.0],1
19,4014,center,2017-12-31 04:30:02,40:49:0f:b7:52:6a,[14],[-47.4],1
20,4014,center,2017-12-31 04:30:14,40:49:0f:b7:52:6a,[16],[-81.4],1
21,4014,center,2017-12-31 04:30:16,40:49:0f:b7:52:6a,[14],[-47.333333333333336],1
22,4014,center,2017-12-31 04:30:35,40:49:0f:b7:52:6a,"[14, 16]","[-51.0, -81.66666666666667]",2
23,4014,center,2017-12-31 04:30:54,40:49:0f:b7:52:6a,[14],[-48.0],1
24,4014,center,2017-12-31 04:31:07,40:49:0f:b7:52:6a,[16],[-82.0],1
25,4014,center,2017-12-31 04:31:21,40:49:0f:b7:52:6a,[14],[-47.0],1
26,4014,center,2017-12-31 04:31:22,40:49:0f:b7:52:6a,[16],[-80.66666666666667],1
27,4014,center,2017-12-31 04:31:37,40:49:0f:b7:52:6a,[14],[-47.75],1
28,4014,center,2017-12-31 04:31:40,40:49:0f:b7:52:6a,[16],[-80.0],1
29,4014,center,2017-12-31 04:31:52,40:49:0f:b7:52:6a,[14],[-46.0],1
30,4014,center,2017-12-31 04:31:57,40:49:0f:b7:52:6a,[16],[-80.5],1
31,4014,center,2017-12-31 04:32:06,40:49:0f:b7:52:6a,[14],[-47.333333333333336],1
32,4014,center,2017-12-31 04:32:17,40:49:0f:b7:52:6a,[16],[-80.0],1
33,4014,center,2017-12-31 04:32:23,40:49:0f:b7:52:6a,[14],[-47.0],1
34,4014,center,2017-12-31 04:32:36,40:49:0f:b7:52:6a,[14],[-47.333333333333336],1
35,4014,center,2017-12-31 04:32:40,40:49:0f:b7:52:6a,[16],[-82.0],1
36,4014,center,2017-12-31 04:32:53,40:49:0f:b7:52:6a,[14],[-47.0],1
37,4014,center,2017-12-31 04:32:56,40:49:0f:b7:52:6a,[16],[-80.5],1
38,4014,center,2017-12-31 04:33:12,40:49:0f:b7:52:6a,[14],[-46.0],1
39,4014,center,2017-12-31 04:33:17,40:49:0f:b7:52:6a,[16],[-83.0],1
40,4014,center,2017-12-31 04:33:27,40:49:0f:b7:52:6a,[15],[-48.0],1
41,4014,center,2017-12-31 04:33:31,40:49:0f:b7:52:6a,[14],[-47.0],1
42,4014,center,2017-12-31 04:33:37,40:49:0f:b7:52:6a,[16],[-83.66666666666667],1
43,4014,center,2017-12-31 04:33:43,40:49:0f:b7:52:6a,[15],[-49.0],1
44,4014,center,2017-12-31 04:33:44,40:49:0f:b7:52:6a,[14],[-47.333333333333336],1
45,4014,center,2017-12-31 04:33:57,40:49:0f:b7:52:6a,"[15, 16]","[-48.666666666666664, -81.25]",2
46,4014,center,2017-12-31 04:33:58,40:49:0f:b7:52:6a,[14],[-48.0],1
47,4014,center,2017-12-31 04:34:14,40:49:0f:b7:52:6a,"[15, 16]","[-54.333333333333336, -82.6]",2
48,4014,center,2017-12-31 04:34:15,40:49:0f:b7:52:6a,[14],[-47.25],1
49,4014,center,2017-12-31 04:34:22,40:49:0f:b7:52:6a,[14],[-48.0],1
50,4014,center,2017-12-31 04:34:24,40:49:0f:b7:52:6a,[15],[-49.0],1
51,4014,center,2017-12-31 04:34:26,40:49:0f:b7:52:6a,[16],[-81.0],1
52,4014,center,2017-12-31 04:34:34,40:49:0f:b7:52:6a,[14],[-47.0],1
53,4014,center,2017-12-31 04:34:35,40:49:0f:b7:52:6a,[15],[-49.0],1
54,4014,center,2017-12-31 04:34:37,40:49:0f:b7:52:6a,[16],[-81.0],1
55,4014,center,2017-12-31 04:34:52,40:49:0f:b7:52:6a,[14],[-45.5],1
56,4014,center,2017-12-31 04:34:55,40:49:0f:b7:52:6a,[15],[-49.0],1
57,4014,center,2017-12-31 04:34:58,40:49:0f:b7:52:6a,[16],[-80.4],1
58,4014,center,2017-12-31 04:35:07,40:49:0f:b7:52:6a,[14],[-47.333333333333336],1
59,4014,center,2017-12-31 04:35:17,40:49:0f:b7:52:6a,"[15, 16]","[-49.0, -82.0]",2
60,4014,center,2017-12-31 04:35:23,40:49:0f:b7:52:6a,[14],[-47.4],1
61,4014,center,2017-12-31 04:35:32,40:49:0f:b7:52:6a,[15],[-48.5],1
62,4014,center,2017-12-31 04:35:36,40:49:0f:b7:52:6a,[16],[-81.0],1
63,4014,center,2017-12-31 04:35:41,40:49:0f:b7:52:6a,[14],[-46.0],1
64,4014,center,2017-12-31 04:36:00,40:49:0f:b7:52:6a,[15],[-49.0],1
65,4014,center,2017-12-31 04:36:04,40:49:0f:b7:52:6a,"[14, 16]","[-46.0, -81.33333333333333]",2
66,4014,center,2017-12-31 04:36:18,40:49:0f:b7:52:6a,"[14, 15]","[-46.8, -49.0]",2
67,4014,center,2017-12-31 04:36:19,40:49:0f:b7:52:6a,[16],[-81.0],1
68,4014,center,2017-12-31 04:36:44,40:49:0f:b7:52:6a,"[14, 15]","[-46.75, -48.666666666666664]",2
69,4014,center,2017-12-31 04:36:46,40:49:0f:b7:52:6a,[16],[-81.5],1
70,4014,center,2017-12-31 04:37:01,40:49:0f:b7:52:6a,[14],[-47.6],1
71,4014,center,2017-12-31 04:37:05,40:49:0f:b7:52:6a,[15],[-49.0],1
