,nasid,position,ts,mac,controllerid,pwr,count
0,4014,center,2018-01-20 09:09:34,e4:47:90:6c:d7:be,[1],[-84.72727272727273],1
1,4014,center,2018-01-20 09:09:44,e4:47:90:6c:d7:be,[8],[-87.25],1
2,4014,center,2018-01-20 09:09:58,e4:47:90:6c:d7:be,[8],[-75.47058823529412],1
3,4014,center,2018-01-20 09:10:04,e4:47:90:6c:d7:be,[4],[-85.88888888888889],1
4,4014,center,2018-01-20 09:10:06,e4:47:90:6c:d7:be,[1],[-78.24],1
5,4014,center,2018-01-20 09:10:19,e4:47:90:6c:d7:be,[8],[-82.7],1
6,4014,center,2018-01-20 09:10:22,e4:47:90:6c:d7:be,"[4, 14]","[-82.6, -87.0]",2
7,4014,center,2018-01-20 09:10:27,e4:47:90:6c:d7:be,"[1, 8]","[-81.63888888888889, -74.38]",2
8,4014,center,2018-01-20 09:10:31,e4:47:90:6c:d7:be,[4],[-78.65517241379311],1
9,4014,center,2018-01-20 09:10:36,e4:47:90:6c:d7:be,[8],[-66.38888888888889],1
10,4014,center,2018-01-20 09:10:37,e4:47:90:6c:d7:be,[7],[-84.85714285714286],1
11,4014,center,2018-01-20 09:10:39,e4:47:90:6c:d7:be,[4],[-81.22413793103448],1
12,4014,center,2018-01-20 09:10:40,e4:47:90:6c:d7:be,[1],[-75.36893203883496],1
13,4014,center,2018-01-20 09:10:47,e4:47:90:6c:d7:be,[8],[-75.74545454545455],1
14,4014,center,2018-01-20 09:10:53,e4:47:90:6c:d7:be,[4],[-80.55555555555556],1
15,4014,center,2018-01-20 09:10:56,e4:47:90:6c:d7:be,[1],[-80.47826086956522],1
16,4014,center,2018-01-20 09:10:58,e4:47:90:6c:d7:be,[8],[-70.71428571428571],1
17,4014,center,2018-01-20 09:11:07,e4:47:90:6c:d7:be,[4],[-79.67142857142858],1
18,4014,center,2018-01-20 09:11:12,e4:47:90:6c:d7:be,[7],[-87.25],1
19,4014,center,2018-01-20 09:11:13,e4:47:90:6c:d7:be,[8],[-73.04545454545455],1
